source_id,Address,Town,Province,Source_type,Improvement,Source_status,Date_of_completion,Comments
HaRu18738224,1 Amin Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17626224,1 Constantine Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18429224,1 Harare Avenue,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20374224,1 Johnny Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18836224,1 Khama Avenue,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17929224,1 Lubumbashi Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20186224,1 Mawimbi Makuu Drive,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18205224,1 Tripoli Terrace,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17032224,1 Twiga Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18161224,10 Djibouti Drive,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17901224,10 Lubumbashi Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17192224,10 Marrakech Terrace,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18207224,10 Tripoli Terrace,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19384224,10 Twiga Lumumba Boulevard,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19832224,100 Chanzo Cha Furaha Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18548224,100 Kano Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19490224,100 Mnyama Dangote Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17083224,100 Twiga Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18663224,101 Amin Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17459224,101 Rhodes Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20732224,101 Tuku Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17666224,102 Constantine Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20305224,102 Johnny Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19099224,102 Winnie Mandela Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17834224,103 Tunis Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19201224,104 Kiboko Nkrumah Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17461224,104 Rhodes Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18741224,105 Amin Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20455224,105 Johnny Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19090224,105 Winnie Mandela Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20278224,106 Johnny Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17960224,106 Lubumbashi Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19049224,106 Winnie Mandela Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18564224,107 Kano Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17104224,107 Twiga Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20581224,108 Gbenga Adeyinka Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17559224,108 Rhodes Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19035224,108 Winnie Mandela Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20668224,109 Gbenga Adeyinka Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17072224,109 Twiga Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18340224,11 Bamako Avenue,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17709224,11 Constantine Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18405224,11 Harare Avenue,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19963224,11 Jangwa Nyeupe Drive,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19473224,11 Mnyama Dangote Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18181224,11 Tripoli Terrace,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17963224,110 Lubumbashi Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17387224,110 Rhodes Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17722224,110 Tunis Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18632224,111 Amin Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20609224,111 Gbenga Adeyinka Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20028224,111 Milima Kali Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19787224,112 Chanzo Cha Furaha Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20348224,112 Johnny Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17602224,113 Constantine Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18930224,113 Winnie Mandela Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18545224,114 Kano Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20498224,115 Gbenga Adeyinka Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19291224,115 Kiboko Nkrumah Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17142224,115 Twiga Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19190224,116 Kiboko Nkrumah Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19445224,116 Mnyama Dangote Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu16979224,117 Twiga Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17693224,118 Constantine Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19246224,118 Kiboko Nkrumah Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19033224,118 Winnie Mandela Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18758224,119 Amin Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18118224,12 Bamenda Boulevard,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19959224,12 Jangwa Nyeupe Drive,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19604224,12 Mto Mandela Avenue,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17506224,12 Rhodes Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18219224,12 Tripoli Terrace,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20154224,120 Milima Kali Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17081224,120 Twiga Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18644224,121 Amin Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19875224,122 Chanzo Cha Furaha Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17478224,122 Rhodes Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17718224,122 Tunis Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19803224,123 Chanzo Cha Furaha Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20775224,123 Tuku Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20528224,124 Gbenga Adeyinka Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18448224,124 Kano Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17904224,124 Lubumbashi Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17619224,125 Constantine Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18003224,125 Lubumbashi Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19500224,126 Mnyama Dangote Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17536224,126 Rhodes Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17762224,126 Tunis Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17819224,129 Tunis Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19243224,13 Kiboko Nkrumah Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17453224,13 Rhodes Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17357224,13 Tahrir Square,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17828224,13 Tunis Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17801224,130 Tunis Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20828224,131 Tuku Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18753224,132 Amin Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19879224,132 Chanzo Cha Furaha Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17396224,132 Rhodes Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20529224,133 Gbenga Adeyinka Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17786224,133 Tunis Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20574224,134 Gbenga Adeyinka Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19249224,134 Kiboko Nkrumah Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17015224,134 Twiga Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19525224,135 Mnyama Dangote Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18938224,135 Winnie Mandela Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20565224,137 Gbenga Adeyinka Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17637224,138 Constantine Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20280224,14 Johnny Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20233224,14 Malaika Drive,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19688224,14 Mamba Biko Drive,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19159224,14 Miriam Makeba Drive,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17338224,14 Tahrir Square,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18195224,14 Tripoli Terrace,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18932224,14 Winnie Mandela Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20091224,140 Milima Kali Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20566224,141 Gbenga Adeyinka Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17881224,142 Lubumbashi Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19061224,142 Winnie Mandela Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18716224,143 Amin Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18751224,144 Amin Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19773224,145 Chanzo Cha Furaha Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18745224,147 Amin Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19523224,147 Mnyama Dangote Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19578224,148 Mnyama Dangote Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19858224,149 Chanzo Cha Furaha Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19342224,149 Kiboko Nkrumah Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18330224,15 Bamako Avenue,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17566224,15 Constantine Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18421224,15 Harare Avenue,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17228224,15 Savannah Grove,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18595224,151 Kano Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17539224,152 Rhodes Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17547224,153 Rhodes Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18952224,153 Winnie Mandela Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18538224,155 Kano Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17871224,156 Lubumbashi Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19000224,156 Winnie Mandela Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18489224,157 Kano Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20044224,157 Milima Kali Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20466224,158 Johnny Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17950224,158 Lubumbashi Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20752224,158 Tuku Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20642224,159 Gbenga Adeyinka Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18452224,159 Kano Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18047224,159 Lubumbashi Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17533224,159 Rhodes Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu16978224,159 Twiga Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18077224,16 Bamenda Boulevard,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18148224,16 Djibouti Drive,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19276224,16 Kiboko Nkrumah Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19254224,160 Kiboko Nkrumah Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20764224,161 Tuku Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20380224,162 Johnny Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20013224,162 Milima Kali Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20702224,163 Tuku Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17040224,164 Twiga Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20646224,165 Gbenga Adeyinka Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18547224,166 Kano Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20851224,166 Tuku Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17131224,167 Twiga Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17033224,168 Twiga Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20654224,169 Gbenga Adeyinka Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18220224,17 Abuja Avenue,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18365224,17 Harare Avenue,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19920224,17 Jangwa Nyeupe Drive,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19657224,17 Mamba Biko Drive,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20208224,17 Mawimbi Makuu Drive,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18891224,17 Zuma Avenue,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19193224,170 Kiboko Nkrumah Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19344224,172 Kiboko Nkrumah Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17541224,174 Rhodes Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17516224,176 Rhodes Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17039224,176 Twiga Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17440224,177 Rhodes Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20720224,177 Tuku Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18487224,178 Kano Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17520224,178 Rhodes Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20712224,178 Tuku Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18232224,18 Abuja Avenue,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18156224,18 Djibouti Drive,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20506224,18 Gbenga Adeyinka Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18847224,18 Khama Avenue,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19575224,18 Mnyama Dangote Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18177224,18 Tripoli Terrace,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18916224,18 Zuma Avenue,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20571224,180 Gbenga Adeyinka Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20748224,180 Tuku Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18492224,181 Kano Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19307224,181 Kiboko Nkrumah Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17066224,181 Twiga Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20533224,182 Gbenga Adeyinka Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17905224,182 Lubumbashi Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20045224,182 Milima Kali Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17455224,182 Rhodes Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18600224,183 Kano Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18034224,183 Lubumbashi Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19055224,183 Winnie Mandela Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20835224,184 Tuku Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19073224,185 Winnie Mandela Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18581224,186 Kano Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20576224,189 Gbenga Adeyinka Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18344224,19 Bamako Avenue,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17568224,19 Constantine Road,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18129224,19 Djibouti Drive,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20461224,19 Johnny Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19245224,19 Kiboko Nkrumah Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20184224,19 Mawimbi Makuu Drive,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19761224,19 Mlima Tazama Avenue,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17235224,19 Savannah Grove,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18192224,19 Tripoli Terrace,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20815224,19 Tuku Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17534224,190 Rhodes Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20125224,191 Milima Kali Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17099224,191 Twiga Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18580224,192 Kano Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20325224,193 Johnny Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu17917224,193 Lubumbashi Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20659224,194 Gbenga Adeyinka Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19348224,194 Kiboko Nkrumah Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20293224,195 Johnny Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20160224,195 Milima Kali Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20549224,196 Gbenga Adeyinka Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19177224,196 Kiboko Nkrumah Lane,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu20540224,197 Gbenga Adeyinka Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu19089224,197 Winnie Mandela Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
HaRu18607224,198 Kano Street,Rural,Hawassa,tap_in_home_broken,Diagnose infrastructure,Backlog,\N,\N
